num,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
15,5DizlXTwJjjwxxqGNChcvO,Little Bird,Ed Sheeran,['Ed Sheeran'],0.826,0.485,8,-7.424,1,0.569,0.0,0.107,0.278,104.011,226067,4,43
16,4THoSHxiabL1rd59iVWu2T,Cold Coffee,Ed Sheeran,['Ed Sheeran'],0.544,0.529,6,-6.753,1,0.453,0.0,0.131,0.403,92.936,254227,4,52
17,6IH2Z54gYPLqgJtxZjX80i,Back To December - Acoustic Version,Taylor Swift,['Taylor Swift'],0.541,0.453,2,-6.459,1,0.748,0.0,0.2,0.377,141.757,292560,4,54
18,1uxm47Qn1JhUWZHQfcY6w1,Yellow,Kina Grannis,['Kina Grannis'],0.623,0.132,0,-13.668,1,0.893,0.0,0.217,0.266,82.105,193537,4,54
19,3C5in0EVdoGepp5bA6lhlE,Tee Shirt - Soundtrack Version,Birdy,['Birdy'],0.684,0.341,9,-9.497,1,0.837,2.69e-05,0.0883,0.557,75.948,159507,4,61
20,1IF5UcqRO42D12vYwceOY6,From the Dining Table,Harry Styles,['Harry Styles'],0.671,0.156,8,-16.288,1,0.804,0.0518,0.113,0.201,94.08,211960,4,75
21,6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,Ed Sheeran,['Ed Sheeran'],0.53,0.346,8,-10.497,1,0.697,1.07e-05,0.105,0.359,121.876,241347,4,54
22,7a9udNo0GU97xnMAkjLdmE,Sick of Losing Soulmates,dodie,['dodie'],0.519,0.275,2,-15.949,1,0.645,0.135,0.356,0.113,75.148,267300,4,50
23,04aFJcgKnHxxQtcqdYVgWK,Hazy,sol williams,['sol williams'],0.439,0.0917,0,-15.371,1,0.961,0.0,0.0999,0.269,115.249,174148,4,12
24,0Tel1fmuCxEFV6wBLXsEdk,Kiss Me,Ed Sheeran,['Ed Sheeran'],0.589,0.227,2,-16.67,1,0.64,0.00469,0.0248,0.182,74.993,280853,4,72
25,35r0YS36cubY3jq4ZHYZ77,"As Above, So Below - Audiotree Live Version",Corey Kilgannon,['Corey Kilgannon'],0.425,0.244,0,-11.667,1,0.867,0.0,0.108,0.151,130.793,235348,3,22
0,1vqtj4c5aNPKkLS2LXkd4E,"If I Go, I'm Goin",Gregory Alan Isakov,['Gregory Alan Isakov'],0.496,0.0672,3,-17.285,1,0.762,0.0171,0.109,0.176,114.059,267160,4,65
1,4UZOq2XyfLk3Yl5ip4fwm7,Nothing's Gonna Happen (Demo),The Staves,['The Staves'],0.35,0.241,2,-11.74,1,0.844,0.000392,0.108,0.245,151.332,236451,4,61
2,4tRt91OQSbE9eFA3RwgqSd,The Only Boy Awake,Meadows,['Meadows'],0.52,0.48,5,-10.288,1,0.61,0.0344,0.107,0.405,122.086,163294,4,61
3,0XIUYBQlVNG1c5vjSQKCYU,Front Porch,Joy Williams,['Joy Williams'],0.567,0.224,1,-10.024,1,0.887,0.0,0.109,0.2,124.44,231813,4,0
4,0Dp07EA5ybveKSUE27CuEd,Turntable,Dead Horses,['Dead Horses'],0.603,0.575,0,-10.325,1,0.811,0.00183,0.12,0.673,95.116,196173,1,60
5,3MKTh8Awrh9roJe0PV9BaI,Brave,Ruston Kelly,['Ruston Kelly'],0.488,0.0796,1,-14.871,1,0.901,1.53e-06,0.0909,0.376,163.568,193013,4,59
6,250RLekaiL1q9qZer975Eg,If We Were Vampires,Jason Isbell and the 400 Unit,['Jason Isbell and the 400 Unit'],0.629,0.208,5,-16.225,1,0.824,3.7e-06,0.107,0.685,96.609,215564,4,66
7,4Uc8xnNu2Mm1yObB0uxZI6,On The Road Again,The Brother Brothers,['The Brother Brothers'],0.619,0.454,0,-11.243,0,0.718,0.0162,0.0774,0.695,104.329,173969,4,55
8,6u1E03WKp0QsOfK5FEzzGr,"Portland, Maine",Donovan Woods,['Donovan Woods'],0.608,0.342,4,-14.166,1,0.782,0.243,0.109,0.172,80.109,203893,4,0
9,0WkJWnMCumm1fnFscdY7Rw,Michigan,The Milk Carton Kids,['The Milk Carton Kids'],0.554,0.235,10,-14.609,1,0.89,0.00328,0.114,0.232,121.836,330772,4,0
10,1vNfYCzcCJz0FY7MVVA9lM,Recording 15,Shannon Lay,['Shannon Lay'],0.552,0.126,11,-18.014,1,0.956,0.0153,0.109,0.439,92.441,242000,4,60
11,5taOnvtHJUxuaqaLdMNqFd,Square One,Caamp,['Caamp'],0.685,0.25,4,-15.138,1,0.911,0.000306,0.108,0.317,103.387,186795,4,61
12,1iepnn71MidOJZ7Y3vfgE4,People Change,Mipso,['Mipso'],0.374,0.276,7,-14.945,1,0.884,0.0123,0.122,0.412,80.169,212853,4,62
13,0HFBVwKtD5kBrQQseDwagJ,Sister,Haux,['Haux'],0.453,0.0287,8,-22.37,1,0.917,0.000113,0.101,0.473,187.229,133600,3,39
14,48HT7Zzd3We4ZjG82lsbdK,Arms,The Paper Kites,['The Paper Kites'],0.41,0.141,2,-18.564,1,0.931,0.0898,0.118,0.239,149.884,203560,4,63
15,2J2oWsC3KGoqdUMIwcMRMU,Pharmakon,Humbird,['Humbird'],0.687,0.234,9,-12.559,1,0.848,7.72e-06,0.116,0.339,95.023,155352,4,58
16,5uIYONgpUQ7t0v7D6CTMBt,Shrike,Hozier,['Hozier'],0.387,0.278,7,-8.454,0,0.464,0.00527,0.102,0.0632,153.426,300707,3,58
17,12VVXFEYxro5C61KyWee9C,Thousand (feat. Lisa Hannigan),Rosie Carney,"['Rosie Carney', 'Lisa Hannigan']",0.676,0.198,1,-13.91,1,0.943,0.0132,0.104,0.125,118.004,206440,4,0
18,7Bf9JXesrsQ4jN9NFWfmu3,Driving Alone in the City at Night - Demo,Joshua Burnside,['Joshua Burnside'],0.525,0.0717,3,-18.217,1,0.946,1.51e-06,0.128,0.403,137.718,204000,4,49
19,5UcsxVPmXd974EkMtowmNV,Fortune - Acoustic,William Fitzsimmons,['William Fitzsimmons'],0.502,0.0548,1,-23.684,1,0.924,0.0418,0.108,0.506,78.455,228013,4,55
20,0C0ESa1ZZ5taXaYUxwnvx9,Warped Window,Anna Mieke,['Anna Mieke'],0.514,0.0533,8,-16.276,1,0.932,1.16e-05,0.113,0.176,113.861,295266,4,9
21,6WQlGuh6c4jciXEyM2rVGX,Waiting Around,Aisha Badru,['Aisha Badru'],0.464,0.147,5,-15.002,1,0.988,0.00309,0.111,0.117,144.372,152953,4,0
22,5v2nPcapVA5eXClN6pSKCy,Old Friend,Darlingside,['Darlingside'],0.412,0.241,3,-13.477,1,0.811,0.392,0.114,0.374,100.979,148200,4,57
23,567EmmCbOtpEuaVC2zznU6,Dirty Old Town,Craig Cardiff,['Craig Cardiff'],0.555,0.418,0,-12.7,1,0.309,0.00119,0.237,0.328,159.764,246453,4,0
24,6WsgELUOvr9rf3XWolZYjc,Ether Garden,Henry Jamison,['Henry Jamison'],0.603,0.197,1,-15.243,1,0.877,0.000892,0.103,0.375,98.995,167733,4,59
25,5p0WgCCVI5LnWaUEXv1OBl,Alaska,Caiola,['Caiola'],0.462,0.417,3,-8.533,1,0.86,0.00347,0.106,0.348,100.979,225379,4,57
26,46t0L3zahcM5AD4wg8ez7X,Tongue Tied - Acoustic,Beta Radio,['Beta Radio'],0.429,0.278,7,-14.927,1,0.845,0.374,0.127,0.377,154.086,185250,4,0
27,3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,Dan Auerbach,['Dan Auerbach'],0.559,0.466,5,-6.769,1,0.315,0.0039,0.0933,0.623,117.21,176027,4,63
28,0a1Jael2mnrkLTyPetixjh,The Trouble with Wanting,Joy Williams,['Joy Williams'],0.396,0.198,2,-9.096,1,0.912,0.0,0.0972,0.19,138.624,235587,3,0
29,0jZO7p0nBUi9VHedWUBS9l,The Night We Met (feat. Phoebe Bridgers),Lord Huron,"['Lord Huron', 'Phoebe Bridgers']",0.424,0.437,2,-8.588,1,0.962,0.336,0.664,0.131,174.127,208173,3,68
30,7rbVQAeKbC37aU45N5GOVC,Twist,Lorkin O'Reilly,"[""Lorkin O'Reilly""]",0.54,0.0774,2,-19.275,1,0.923,0.353,0.108,0.23,81.018,186158,4,57
31,4vBkvYa9N58KTGtaZeGfxK,Whiskey Whiskey,Joshua Burnside,['Joshua Burnside'],0.502,0.232,2,-14.538,1,0.951,0.104,0.107,0.337,111.023,169805,4,56
32,02a2RQEICEzbdPPYh0aLnJ,My Arms Were Always Around You,Peter Bradley Adams,['Peter Bradley Adams'],0.643,0.436,1,-12.245,1,0.724,0.459,0.11,0.422,91.485,200800,4,58
33,4JKHACLkotsxdKNF9vJYOS,Nothing Arrived - Live from Spotify London,Villagers,['Villagers'],0.579,0.415,7,-11.599,1,0.929,0.0018,0.671,0.42,102.713,219093,4,0
34,1oqnATF6AFH93dCBrDqBTP,Victory,The Avett Brothers,['The Avett Brothers'],0.622,0.191,10,-11.141,1,0.947,0.00602,0.106,0.293,134.853,233333,4,59
35,77vpyfnzo1ROWQERRRe21h,All Is Well,Austin Basham,['Austin Basham'],0.34,0.419,11,-12.244,1,0.859,0.00211,0.141,0.263,99.938,256681,4,0
36,2I0t9apRfrVbkxr8Fym2yf,Sorry Now,Jill Andrews,['Jill Andrews'],0.674,0.355,8,-11.398,1,0.78,0.000571,0.109,0.24,75.07,192160,4,50
37,2Sid8tsyv4YOmlH3FL1UOz,Eye to Eye (feat. Sarah Jarosz),John Smith,"['John Smith', 'Sarah Jarosz']",0.8,0.382,3,-10.219,1,0.382,0.00077,0.0855,0.524,111.944,231264,4,48
38,1Ne8Bps9vPxCmmSetoJSBd,Simple Song,Passenger,['Passenger'],0.631,0.402,5,-11.125,1,0.616,0.0114,0.0892,0.598,78.0,228480,4,58
39,1H56ffyFrFcvMEWUg3WFbM,Love Brought Weight,Old Sea Brigade,['Old Sea Brigade'],0.367,0.326,7,-15.605,1,0.699,0.358,0.0759,0.064,116.659,185747,4,60
40,68wibJU4yMiqNX79IaLAsN,Sense of Home,Harrison Storm,['Harrison Storm'],0.564,0.207,3,-10.926,1,0.892,1.8e-06,0.102,0.0898,139.933,265840,4,62
41,0c99BUd87HQfzgUUQqRyds,For Now,Kina Grannis,['Kina Grannis'],0.394,0.249,5,-10.484,1,0.927,0.0,0.115,0.329,79.549,198404,4,61
42,1Exrzr80BmEOw2rMcRnjwh,I Forget Myself (feat. Darlingside),Henry Jamison,"['Henry Jamison', 'Darlingside']",0.58,0.193,9,-12.144,1,0.866,0.00375,0.0788,0.339,141.938,212147,4,62
43,1h6QMOtZAR0wRyJBrqsoCt,Fall,Lisa Hannigan,['Lisa Hannigan'],0.47,0.235,3,-12.509,1,0.828,0.00534,0.108,0.358,59.54,179827,4,0
44,7LEGwwvRtilCPvNrHxxRGw,The Swimmer (To Be an Old Man),Rose Cousins,['Rose Cousins'],0.354,0.262,2,-11.762,0,0.91,0.00315,0.121,0.177,87.72,247631,3,56
45,7tkOm1ZNcIg4lKu0XCQgCq,I'll Be out Here,Mick Flannery,['Mick Flannery'],0.576,0.302,7,-12.437,0,0.905,2.42e-05,0.113,0.224,76.033,202677,4,58
46,0ut7f4KB9sZQ8uhA4HyOMt,Half Your Love,Bahamas,['Bahamas'],0.73,0.249,9,-9.888,0,0.886,0.0,0.096,0.332,132.007,144187,4,61
47,3RTmrJZfsMRAroB5xI2c0S,Good Times,Marc Scibilia,['Marc Scibilia'],0.642,0.53,1,-10.205,1,0.658,0.000439,0.103,0.229,111.701,147267,4,53
48,6aVrVS4xjs2soPEmAa0N7L,Little Flower,Peter Bradley Adams,"['Peter Bradley Adams', 'ALIAS Chamber Ensemble']",0.425,0.273,5,-17.055,1,0.815,0.0953,0.112,0.365,84.989,375215,4,56
49,6mVndIOMk620iAtXeMi4kW,Old Now,Rosemary & Garlic,['Rosemary & Garlic'],0.49,0.404,5,-13.308,1,0.82,0.245,0.122,0.281,140.053,289970,3,0
50,4Opwligc8799m8u2zm89Uo,Aeroplane,Holly Throsby,['Holly Throsby'],0.408,0.271,2,-11.92,1,0.788,0.436,0.112,0.313,96.078,231409,4,0
51,3pC8tUjIZPORslYYmJbJcz,Sinking Ship,Wild Child,['Wild Child'],0.37,0.174,4,-19.316,0,0.95,0.0029,0.11,0.181,92.75,247493,4,53
52,0NeJjNlprGfZpeX2LQuN6c,River,Leon Bridges,['Leon Bridges'],0.658,0.179,8,-10.866,1,0.689,0.0,0.17,0.191,128.128,238560,4,18
53,1WUHeOPayLKPMG35uBJVUj,Far Too Good,John Smith,['John Smith'],0.825,0.324,4,-11.399,1,0.83,9.49e-05,0.115,0.553,97.019,219333,4,61
54,1DNMD4CEyX2XrFkOR4lvP1,Broken Coastline,Down Like Silver,['Down Like Silver'],0.588,0.0702,8,-14.083,1,0.931,1.76e-05,0.113,0.141,128.361,209280,4,56
55,21vNMGKtXBA2a8PaVdIgrM,Bees,The Ballroom Thieves,['The Ballroom Thieves'],0.483,0.13,0,-15.214,1,0.761,1.01e-06,0.131,0.437,100.208,190120,4,0
56,7pT3faDXSC5tNAlIKmtrYf,Follow My Voice,Julie Byrne,['Julie Byrne'],0.408,0.0811,2,-14.655,1,0.959,4.38e-05,0.133,0.177,111.263,242387,5,49
57,2qVGmHSlfAhGZJifXVNwUI,Untamed,Eddie Berman,['Eddie Berman'],0.397,0.264,4,-11.396,1,0.784,0.176,0.113,0.0857,90.771,238213,4,0
58,63N91kY6kRA9AEkRat9li0,Find a Way,Quiet Arrows,['Quiet Arrows'],0.695,0.104,8,-15.329,1,0.935,0.0158,0.0984,0.279,119.91,167404,4,0
59,4SEgyVuHzincvWDvypjasT,Hate the Way You Love Me,John Paul White,['John Paul White'],0.45,0.206,4,-13.414,1,0.695,0.0,0.119,0.248,75.932,243868,4,1
60,7lkmvTlnEs0JfKIFg9NmcL,Visions Of China,The Lumineers,['The Lumineers'],0.63,0.214,4,-9.455,0,0.924,2.65e-05,0.102,0.271,124.982,201085,4,50
61,4c5npp9gnwBHHyKnaqK2mD,Down by the Water,Abigail Lapell,['Abigail Lapell'],0.632,0.0807,9,-16.066,1,0.933,4.81e-06,0.101,0.273,93.925,175045,4,54
62,3l2wMTBa64PBV7aCPwYkEf,Sausalito,Lydia Luce,['Lydia Luce'],0.347,0.183,2,-11.149,1,0.826,2.94e-05,0.126,0.24,149.681,222859,4,54
63,696vpg0aBvBxpZAuasmg15,Sweetest Thing,Allman Brown,['Allman Brown'],0.546,0.411,2,-9.308,1,0.701,9.73e-05,0.0955,0.528,79.785,218502,4,60
64,3p0kes1amIxF9ucjtclpYm,Weekend,Sumbuck,"['Sumbuck', 'Savannah Conley']",0.715,0.332,1,-10.84,1,0.824,0.000325,0.0953,0.534,71.771,147000,4,57
65,0IbrXdAcOPb7BCQqK9NqBh,Burning Ground,Brandon Jenner,['Brandon Jenner'],0.541,0.39,7,-10.913,1,0.807,0.00673,0.158,0.149,97.822,235302,4,3
66,0hEUr7PprXg3ia1nl5kEaQ,Bare,Rosie Carney,['Rosie Carney'],0.63,0.245,11,-15.171,1,0.971,0.709,0.0819,0.368,106.996,234546,3,55
67,2P7d62DM2Q1A9i6kkc4rgl,I Was Just Leaving,Ryan Montbleau,['Ryan Montbleau'],0.615,0.361,6,-10.441,1,0.783,6.97e-06,0.218,0.434,135.579,178615,4,55
68,3TdZbELsPLWYZAArGSfwyQ,Back to Autumn,Tall Heights,['Tall Heights'],0.478,0.588,8,-8.032,1,0.462,0.00109,0.069,0.341,110.918,199653,4,57
69,4R68vBtWahKshI7Q3mWpoc,Sunscreen,Ira Wolf,['Ira Wolf'],0.582,0.151,7,-13.845,0,0.884,3.41e-05,0.0983,0.197,136.758,178173,4,53
70,5v2ByxOB3Q9p5DsAndtuO2,Heavy Crown,Trixie Mattel,['Trixie Mattel'],0.524,0.185,1,-12.967,1,0.923,5.23e-05,0.139,0.557,90.857,139627,4,53
71,3EgC9peIAOtKROIHsRqVVZ,People Talking,Robert John Ardiff,['Robert John Ardiff'],0.56,0.269,0,-11.886,1,0.811,0.0,0.166,0.172,128.652,236076,4,53
72,7Kjh6A5voYQ1rFFnYEbYq6,Why Woman,Glen Hansard,['Glen Hansard'],0.414,0.452,4,-8.193,1,0.156,0.00055,0.112,0.0862,147.2,183293,4,53
73,3orSucDgEQvX0i2elZ7Lhd,I Am the Moon,The White Buffalo,['The White Buffalo'],0.239,0.158,7,-19.589,1,0.597,0.313,0.0945,0.209,129.934,198227,4,0
74,5LqsH9S2zTsamP8qzoKgqu,What Am I Here For,Jade Bird,['Jade Bird'],0.394,0.0826,7,-12.172,1,0.946,0.00297,0.154,0.0932,131.512,285867,4,0
75,0jqFM7E9z1PLYtPVCuFwAi,Scott Street,Phoebe Bridgers,['Phoebe Bridgers'],0.509,0.417,10,-9.632,1,0.77,0.0946,0.0887,0.482,134.956,305001,4,62
76,53SqnMF0OIZtQWyjvQpFqr,jordan,Joy Oladokun,['Joy Oladokun'],0.292,0.311,4,-9.793,1,0.563,3.37e-06,0.0934,0.176,71.674,241197,3,56
77,1JzJFYOlNFISoz28z5t20x,Moving in Slow Motion,The Sweet Remains,['The Sweet Remains'],0.525,0.353,7,-10.985,1,0.596,0.0,0.0964,0.241,92.001,237747,4,53
78,72w7uKE7CkNwpLFUBHqUkC,A Sea of Roses,The Milk Carton Kids,['The Milk Carton Kids'],0.516,0.166,6,-17.147,1,0.92,0.0232,0.0995,0.329,140.548,199840,4,54
79,6uBexmz61ckt5XQRqTgF3M,Distant Sures,The Cave Singers,['The Cave Singers'],0.604,0.363,10,-11.674,1,0.876,0.166,0.165,0.672,88.377,191267,4,53
80,7f34NzgqC100aAxrtwurEi,Vedauwoo,Lowland Hum,['Lowland Hum'],0.643,0.213,3,-15.584,1,0.891,0.00138,0.211,0.12,137.709,159102,1,52
81,5OJEYeJhPaczY1BQFZ2yIv,Records,Kelly McFarling,['Kelly McFarling'],0.705,0.144,10,-14.027,1,0.964,0.0348,0.108,0.559,80.965,229649,4,51
82,2if6QiLvbXVKSszehXtgwg,I Shall Cross This River,The Black Atlantic,['The Black Atlantic'],0.558,0.0991,9,-18.512,1,0.979,0.0183,0.0981,0.0562,119.127,201040,4,0
83,0g3Vm5xbQsDslbTeN9SwEb,Making All Things New,Aaron Espe,['Aaron Espe'],0.787,0.343,0,-11.413,1,0.895,0.0275,0.11,0.47,100.007,159600,4,0
84,4yxL6eoSsZ04lN0VezKgcr,Concrete Jungle - Acoustic,Au/Ra,['Au/Ra'],0.589,0.467,6,-8.179,1,0.761,0.0,0.0847,0.571,165.908,160345,4,0
85,403VIBIMPMakYoRni8SrzK,Sleep,Joseph & Maia,['Joseph & Maia'],0.558,0.0843,0,-18.398,1,0.881,4.09e-06,0.13,0.153,109.528,167000,4,52
86,2YdU9FRM7fYiZ9B2KOUIpl,The Flood,Joshua Hyslop,['Joshua Hyslop'],0.577,0.446,6,-11.343,1,0.554,0.0782,0.116,0.262,81.005,261640,4,59
87,1JtvwshkJMxfm4oRhJp93C,The Time I've Wasted,Lori McKenna,['Lori McKenna'],0.473,0.25,5,-11.263,1,0.796,8.83e-05,0.101,0.261,145.027,213249,4,56
88,1rZFC696WndvqvpFfjr4Wu,I Do,Susie Suh,['Susie Suh'],0.766,0.191,7,-12.606,1,0.932,7.95e-06,0.261,0.262,104.03,212017,4,54
89,02p7KhGzlicIY8rvRVVION,Tears Don't Fall,Terrible Sons,['Terrible Sons'],0.666,0.566,7,-12.136,1,0.467,0.0269,0.144,0.819,149.441,192168,4,0
90,66zVzafJU6HTogOQeeNv5y,Shame,Ciaran Lavery,['Ciaran Lavery'],0.619,0.299,2,-7.744,1,0.846,4.99e-05,0.243,0.31,115.405,251960,4,0
91,0eVYGqIPngJQUeRwGeVeXG,The Only Thing,Sufjan Stevens,['Sufjan Stevens'],0.516,0.15,3,-19.033,1,0.987,0.0843,0.113,0.473,158.964,281865,4,0
92,1nB19zNPJefkrntIUqb2CV,Destined to Pretend,Beta Radio,['Beta Radio'],0.417,0.519,2,-10.291,1,0.169,0.00618,0.236,0.234,94.522,192358,4,51
93,0PZLSFZUf910nZ9qFtQqAf,Dreamer,Isbells,['Isbells'],0.629,0.383,8,-13.195,1,0.735,0.0259,0.0928,0.421,154.001,265013,4,0
94,1RbhQxFFJM7QNKALY5JebS,With You - A Sweet Little Love Song Demo,Valerie June,['Valerie June'],0.596,0.261,7,-13.778,1,0.967,0.00454,0.112,0.62,125.329,154573,4,55
95,7cgka1GOkbcvNqQYrs2FwE,"Caledonia, My Love",Hiss Golden Messenger,['Hiss Golden Messenger'],0.555,0.144,5,-16.868,1,0.842,0.000281,0.0953,0.198,117.462,180373,3,54
96,04TvtzVrd7FufnY5KJLXzO,Early Morning Coffee Cups,Jaimi Faulkner,['Jaimi Faulkner'],0.658,0.396,10,-12.753,1,0.627,0.0,0.176,0.485,97.957,199853,4,52
97,3iTi975Q6qnoRKrBL1FNsl,Gold,Matt Hartke,"['Matt Hartke', 'Maggie Peake']",0.641,0.415,10,-8.212,1,0.69,0.0,0.0977,0.34,128.091,256875,4,54
98,7HdyKsr1RXenJRtMKcyQ3K,Golden Embers,Mandolin Orange,['Mandolin Orange'],0.651,0.168,2,-16.335,1,0.867,0.00426,0.113,0.324,119.028,285787,4,0
99,5OiaAaIMYlCZONyDBxqk4G,First Day Of My Life,Bright Eyes,['Bright Eyes'],0.468,0.201,4,-17.024,1,0.915,8.28e-05,0.0952,0.383,94.422,188800,4,69
0,22D76sG2sPkm29Vn1Fr4yf,Goodbye,Yasmin Hass-Sinclair,['Yasmin Hass-Sinclair'],0.533,0.37,10,-7.924,0,0.844,8.18e-06,0.146,0.148,97.988,152480,4,38
1,1zeQjPT367QcGrkpIXYjuW,Wouldn't Come Back,Trousdale,['Trousdale'],0.602,0.234,11,-9.419,1,0.635,2.54e-06,0.0987,0.307,124.964,219533,4,58
2,4NiLWx974bsu90pHct5vj4,Ladybird,Mappe Of,['Mappe Of'],0.387,0.446,6,-11.692,1,0.772,0.357,0.176,0.306,95.862,261402,4,40
3,2RAMBGKTcxqSXV4KIrqvl1,Grass Stains,Laura Elliott,['Laura Elliott'],0.543,0.411,7,-6.58,1,0.499,0.0,0.0924,0.486,138.074,240315,4,44
4,1Aof9IiDnkzjFpplRIAVGx,Lydia,The Magic Lantern,['The Magic Lantern'],0.562,0.139,2,-17.542,1,0.923,0.0031,0.109,0.274,96.892,247881,4,37
5,0PlQo4NBRPQ2JOGVICEClg,About,Another Michael,['Another Michael'],0.549,0.676,3,-8.497,1,0.0869,0.000824,0.384,0.196,120.301,167446,4,41
6,2VdpJoaNdE2XvGEwgcfag0,This Old Car,lighthearted,['lighthearted'],0.539,0.373,2,-11.417,1,0.604,0.0131,0.111,0.245,103.839,255915,1,39
7,4dIhkME9H3hzb0wNhA3f1m,Colorado,The Brother Brothers,['The Brother Brothers'],0.461,0.179,2,-15.205,1,0.865,0.00319,0.112,0.223,119.083,177453,4,40
8,4RG0sBO0bb7Ddkdg8rF2vE,Bike Dream - Recorded at Spotify Studios NYC,Rostam,['Rostam'],0.621,0.308,8,-11.028,1,0.776,0.0,0.177,0.487,108.06,237618,4,32
9,5cFx3Oi4oaNHL090x1LIyQ,The Cause,Tommy Lefroy,['Tommy Lefroy'],0.666,0.474,0,-6.763,1,0.157,0.000208,0.124,0.447,115.911,185782,4,41
10,7frWsGpayRZ0FuDzKnE3Ws,Adeline,Fever Dolls,['Fever Dolls'],0.627,0.766,7,-3.459,0,0.331,4.19e-05,0.257,0.813,109.86,160773,4,38
11,4SSpUNIZ8HnX52jWrmyVmJ,Baby in Blue,Madisenxoxo,['Madisenxoxo'],0.519,0.221,4,-13.062,1,0.877,0.0147,0.0916,0.103,117.058,235897,3,50
12,3OGECR29LcBBOsC7O7plGT,Ode to Destiny's Child,Woman Believer,['Woman Believer'],0.645,0.571,5,-9.908,0,0.466,0.00814,0.222,0.382,96.994,180736,4,38
13,0RGKuaNd2ZTNDzeNyeZtqx,Circles,Ryann,['Ryann'],0.58,0.0887,2,-16.426,1,0.938,0.00151,0.111,0.19,109.708,179994,4,43
14,4wSIoDdhXG9pgk4tG9fSAS,True Love Will Find You In The End,Someone,"['Someone', 'Benjamin Longman']",0.577,0.132,10,-15.683,1,0.922,0.0318,0.112,0.246,129.869,215923,4,45
15,6T6elHOwbZDoZauaaJF82F,Halo Light,Buck Meek,['Buck Meek'],0.613,0.446,1,-11.749,1,0.453,9.44e-05,0.145,0.352,77.455,230031,4,37
16,5dbC0dQ40qOAoJTYNdZvsR,I Was in New York,shy kids,['shy kids'],0.353,0.402,4,-8.374,1,0.132,1.37e-05,0.356,0.108,179.088,241403,3,31
17,0IkBQt9vSLLwoX0knkusSl,Pessimist,Greta Isaac,['Greta Isaac'],0.539,0.524,4,-8.279,1,0.0473,0.000349,0.0806,0.729,174.047,192027,3,33
18,6WJuj4CFPkGSRn1bi0V9A0,Ice in My Rosé,Aisha Dee,['Aisha Dee'],0.872,0.208,3,-14.53,0,0.906,1.02e-05,0.107,0.478,125.052,216307,4,42
19,5R6x7YkACRSJMNj5YWUCe5,Love Me,Erez Zobary,['Erez Zobary'],0.582,0.334,0,-10.098,1,0.66,0.0,0.0916,0.339,92.026,278583,4,40
20,10e8OyV77FnTWvWhO1x6n6,I Wanna Dance With Somebody (Who Loves Me),illuminati hotties,['illuminati hotties'],0.657,0.253,7,-13.504,0,0.955,0.899,0.0964,0.0755,97.877,211403,4,44
21,6bF6DqNnWawNoGJF5ZwpDE,Dana Be Mine,TC Superstar,['TC Superstar'],0.717,0.798,9,-7.35,1,0.0606,0.000388,0.101,0.94,127.955,173265,4,32
22,5fKUp0hiZwwNXNQyoe3AgW,Betty,Cabeau,['Cabeau'],0.421,0.915,0,-3.451,1,0.0912,0.0,0.322,0.366,172.115,307560,4,48
23,7GudEjj7CZFb4Vea9hW2V3,Space,Madi Sipes & The Painted Blue,['Madi Sipes & The Painted Blue'],0.522,0.136,1,-9.283,1,0.866,0.0,0.1,0.237,64.755,178639,4,36
24,5nvBJUUseknA9qd9K0eGKU,Yours,Evann McIntosh,['Evann McIntosh'],0.45,0.179,0,-10.996,1,0.917,0.0,0.0969,0.262,66.223,286407,4,49
25,3RbLZdvXcHcwhduVDLD3r2,Trying to Kill the Moon,Motherfolk,['Motherfolk'],0.448,0.459,7,-9.485,1,0.474,7.5e-05,0.122,0.177,72.541,223624,4,39
26,715yOhntcGELY9gb5rrSTl,Knowhere,Nick DeLaurentis,['Nick DeLaurentis'],0.809,0.199,9,-14.684,1,0.781,0.0156,0.097,0.487,139.908,219794,4,38
27,2NiPxhqJkHi5ixgfaY43Wb,Speak,Sir Woman,"['Sir Woman', 'Wild Child']",0.476,0.381,4,-11.194,0,0.615,0.0105,0.248,0.0829,130.038,295854,4,31
28,7ts7BcLNfYS6JLMdzJh3BL,Street by Street,Laufey,['Laufey'],0.695,0.28,0,-10.869,1,0.876,2.52e-06,0.137,0.227,82.052,224098,4,50
29,0WUnHUKCafpGVUOuxmGmC6,Sin,Tomberlin,['Tomberlin'],0.557,0.312,2,-8.616,1,0.356,0.0,0.218,0.142,93.982,271790,4,32
0,0KNVDEeZWXZPIYKqJeRRpX,If You Wanna,The Vaccines,['The Vaccines'],0.352,0.866,2,-3.274,1,3.03e-05,2.92e-05,0.295,0.544,165.209,174013,4,0
1,46iI0binWzpkEJgIWTYUBR,Gold on the Ceiling,The Black Keys,['The Black Keys'],0.505,0.833,0,-4.632,1,0.00772,7.9e-05,0.069,0.565,130.121,224333,4,44
2,060WwU9cva7KOpMhZAJjT6,Six Weeks,Of Monsters and Men,['Of Monsters and Men'],0.38,0.882,11,-5.627,1,0.00121,0.0699,0.107,0.418,123.609,334253,4,43
